cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106041,2020-11-10,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,C,11,2020,41.88159405,8.818055732027885
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00103169,2020-01-08,11h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,1,2020,41.88159405,8.818055732027885
02A,02A000334,2A008,ALBITRECCIA,,,,02A00103177,2020-01-10,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,1,2020,41.8624874,8.9421289
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00103606,2020-03-04,11h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. Teneur en chlore libre excessive.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,3,2020,41.88159405,8.818055732027885
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00103738,2020-04-29,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,4,2020,41.88159405,8.818055732027885
02A,02A000334,2A008,ALBITRECCIA,,,,02A00104655,2020-07-24,09h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,7,2020,41.8624874,8.9421289
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00105069,2020-08-19,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,8,2020,41.88159405,8.818055732027885
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00105514,2020-09-10,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,C,9,2020,41.88159405,8.818055732027885
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00105830,2020-10-06,09h55,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,10,2020,41.88159405,8.818055732027885
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106041,2020-11-10,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,C,11,2020,41.88159405,8.818055732027885
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00103169,2020-01-08,11h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,1,2020,41.88159405,8.818055732027885
02A,02A000337,2A008,ALBITRECCIA,,,,02A00103178,2020-01-10,08h35,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes en nombre important impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,N,N,1,2020,41.8624874,8.9421289
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00103606,2020-03-04,11h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. Teneur en chlore libre excessive.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,3,2020,41.88159405,8.818055732027885
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00103738,2020-04-29,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,4,2020,41.88159405,8.818055732027885
02A,02A000337,2A008,ALBITRECCIA,,,,02A00104653,2020-07-24,09h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,N,C,N,N,7,2020,41.8624874,8.9421289
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00105069,2020-08-19,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,8,2020,41.88159405,8.818055732027885
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00105514,2020-09-10,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,C,9,2020,41.88159405,8.818055732027885
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00105830,2020-10-06,09h55,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,10,2020,41.88159405,8.818055732027885
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106041,2020-11-10,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,C,11,2020,41.88159405,8.818055732027885
02A,02A000341,2A026,AZILONE-AMPAZA,02A002748,RESERVOIR AZILONE,100 %,02A00103346,2020-02-17,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,2,2020,41.8638185,9.0138882
02A,02A000341,2A026,AZILONE-AMPAZA,,,,02A00103502,2020-03-09,12h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,3,2020,41.8638185,9.0138882
02A,02A000341,2A026,AZILONE-AMPAZA,,,,02A00103950,2020-06-09,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,6,2020,41.8638185,9.0138882
02A,02A000341,2A026,AZILONE-AMPAZA,,,,02A00105025,2020-08-21,09h55,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes en nombre important impose une surveillance renforcée.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,N,C,8,2020,41.8638185,9.0138882
02A,02A000341,2A026,AZILONE-AMPAZA,02A002748,RESERVOIR AZILONE,100 %,02A00105810,2020-10-13,09h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,10,2020,41.8638185,9.0138882
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00103666,2020-04-07,09h09,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,4,2020,41.8638185,9.0138882
02A,02A000346,2A026,AZILONE-AMPAZA,02A002750,RESERVOIR AMPAZA HAUT VILLAGE,100 %,02A00104102,2020-06-09,08h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes en nombre important impose une surveillance renforcée.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,N,N,6,2020,41.8638185,9.0138882
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00104199,2020-07-06,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,N,C,7,2020,41.8638185,9.0138882
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00105026,2020-08-21,10h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,8,2020,41.8638185,9.0138882
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00105660,2020-10-02,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,10,2020,41.8638185,9.0138882
02A,02A000348,2A130,GROSSETO-PRUGNA,,,,02A00103663,2020-04-07,11h11,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,4,2020,41.88159405,8.818055732027885
02A,02A000348,2A130,GROSSETO-PRUGNA,02A003061,TTP GROSSETTO,100 %,02A00103745,2020-05-04,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,5,2020,41.88159405,8.818055732027885
02A,02A000348,2A130,GROSSETO-PRUGNA,,,,02A00103911,2020-06-04,12h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,6,2020,41.88159405,8.818055732027885
02A,02A000348,2A130,GROSSETO-PRUGNA,,,,02A00104858,2020-08-10,09h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,8,2020,41.88159405,8.818055732027885
02A,02A000350,2A130,GROSSETO-PRUGNA,,,,02A00103664,2020-04-07,10h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,4,2020,41.88159405,8.818055732027885
02A,02A000350,2A130,GROSSETO-PRUGNA,,,,02A00104860,2020-08-10,09h45,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,N,C,C,N,8,2020,41.88159405,8.818055732027885
02A,02A000354,2A130,GROSSETO-PRUGNA,02A003075,TTP SAINT GEORGES,100 %,02A00103349,2020-02-17,12h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,N,C,N,N,2,2020,41.88159405,8.818055732027885
02A,02A000354,2A130,GROSSETO-PRUGNA,,,,02A00103665,2020-04-07,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,4,2020,41.88159405,8.818055732027885
02A,02A000354,2A130,GROSSETO-PRUGNA,,,,02A00104861,2020-08-10,09h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,8,2020,41.88159405,8.818055732027885
02A,02A000358,2A323,TAVACO,,,,02A00103240,2020-02-06,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,2,2020,42.03609,8.89833
02A,02A000358,2A323,TAVACO,02A002747,TTP TAVACO HAUT VILLAGE,100 %,02A00103939,2020-06-04,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,6,2020,42.03609,8.89833
02A,02A000358,2A323,TAVACO,,,,02A00104209,2020-07-06,08h15,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,N,C,N,N,7,2020,42.03609,8.89833
02A,02A000358,2A323,TAVACO,02A002747,TTP TAVACO HAUT VILLAGE,100 %,02A00105368,2020-09-03,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,9,2020,42.03609,8.89833
02A,02A000358,2A323,TAVACO,,,,02A00105383,2020-09-09,11h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,9,2020,42.03609,8.89833
02A,02A000360,2A323,TAVACO,,,,02A00103634,2020-04-01,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,4,2020,42.03609,8.89833
02A,02A000360,2A323,TAVACO,02A002219,TTP TAVACO FORAGE LAVOIR,100 %,02A00103643,2020-04-01,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,4,2020,42.03609,8.89833
02A,02A000360,2A323,TAVACO,02A002219,TTP TAVACO FORAGE LAVOIR,100 %,02A00104225,2020-07-09,10h30,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens. La turbidité est à surveiller.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,7,2020,42.03609,8.89833
02A,02A000360,2A323,TAVACO,,,,02A00104470,2020-07-16,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,7,2020,42.03609,8.89833
02A,02A000360,2A323,TAVACO,,,,02A00105386,2020-09-10,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,9,2020,42.03609,8.89833
02A,02A000364,2A089,CIAMANNACCE,,,,02A00103244,2020-02-05,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,N,N,2,2020,41.9517271,9.1473204
02A,02A000364,2A089,CIAMANNACCE,02A002988,TTP CIAMANNACCE,100 %,02A00103646,2020-03-31,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,C,N,3,2020,41.9517271,9.1473204
02A,02A000364,2A089,CIAMANNACCE,,,,02A00104031,2020-06-25,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,N,N,6,2020,41.9517271,9.1473204
02A,02A000364,2A089,CIAMANNACCE,02A002988,TTP CIAMANNACCE,100 %,02A00105116,2020-08-24,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,C,N,8,2020,41.9517271,9.1473204
02A,02A000364,2A089,CIAMANNACCE,,,,02A00105654,2020-10-02,08h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes en nombre important impose une surveillance renforcée.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,N,N,10,2020,41.9517271,9.1473204
02A,02A000370,2A099,COZZANO,,,,02A00103241,2020-02-05,10h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE COZZANO,MAIRIE DE COZZANO,MAIRIE DE COZZANO,C,C,C,N,2,2020,41.9352431,9.1546064
02A,02A000370,2A099,COZZANO,02A002679,RESERVOIR COZZANO,100 %,02A00103645,2020-03-31,09h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE COZZANO,MAIRIE DE COZZANO,MAIRIE DE COZZANO,C,C,C,N,3,2020,41.9352431,9.1546064
02A,02A000370,2A099,COZZANO,,,,02A00104029,2020-06-25,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,COMMUNE DE COZZANO,MAIRIE DE COZZANO,MAIRIE DE COZZANO,C,C,N,N,6,2020,41.9352431,9.1546064
02A,02A000370,2A099,COZZANO,02A002679,RESERVOIR COZZANO,100 %,02A00105117,2020-08-24,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE COZZANO,MAIRIE DE COZZANO,MAIRIE DE COZZANO,C,C,C,N,8,2020,41.9352431,9.1546064
02A,02A000370,2A099,COZZANO,,,,02A00105655,2020-10-02,08h15,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE COZZANO,MAIRIE DE COZZANO,MAIRIE DE COZZANO,N,C,N,N,10,2020,41.9352431,9.1546064
02A,02A000378,2A115,FOCE,,,,02A00103145,2020-01-09,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,1,2020,41.6314864,9.0627564
02A,02A000378,2A115,FOCE,02A002623,CHLORATION FOCE,100 %,02A00103576,2020-03-12,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,3,2020,41.6314864,9.0627564
02A,02A000378,2A115,FOCE,02A002623,CHLORATION FOCE,100 %,02A00104149,2020-07-01,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,7,2020,41.6314864,9.0627564
02A,02A000378,2A115,FOCE,,,,02A00106055,2020-11-18,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,11,2020,41.6314864,9.0627564
02A,02A000380,2A115,FOCE,,,,02A00103147,2020-01-09,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,1,2020,41.6314864,9.0627564
02A,02A000380,2A115,FOCE,02A002625,CHLORATION BILZESE,100 %,02A00103581,2020-03-12,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,3,2020,41.6314864,9.0627564
02A,02A000380,2A115,FOCE,02A002625,CHLORATION BILZESE,100 %,02A00104151,2020-07-01,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,7,2020,41.6314864,9.0627564
02A,02A000380,2A115,FOCE,,,,02A00105507,2020-09-17,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,N,N,9,2020,41.6314864,9.0627564
02A,02A000380,2A115,FOCE,,,,02A00106054,2020-11-18,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,11,2020,41.6314864,9.0627564
02A,02A000382,2A115,FOCE,,,,02A00103146,2020-01-09,09h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,1,2020,41.6314864,9.0627564
02A,02A000382,2A115,FOCE,02A002624,CHLORATION CASA,100 %,02A00103580,2020-03-12,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,3,2020,41.6314864,9.0627564
02A,02A000382,2A115,FOCE,02A002624,CHLORATION CASA,100 %,02A00104150,2020-07-01,08h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,7,2020,41.6314864,9.0627564
02A,02A000382,2A115,FOCE,,,,02A00106056,2020-11-18,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,11,2020,41.6314864,9.0627564
02A,02A000389,2A272,SARTENE,02A000386,UNITE STERILI SARTENE-SERRAGIA,100 %,02A00103707,2020-04-15,11h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.C.S.V  OEHC,O.E.H.C SIÈGE SOCIAL,C. C. DU SARTENAIS VALINCO,C,C,C,N,4,2020,41.6208848,8.9721882
02A,02A000389,2A272,SARTENE,,,,02A00104042,2020-06-22,13h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,6,2020,41.6208848,8.9721882
02A,02A000389,2A272,SARTENE,,,,02A00104589,2020-07-17,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,7,2020,41.6208848,8.9721882
