cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A000312,2A336,VALLE-DI-MEZZANA,,,,02A00108700,2021-10-06,07h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.02523135,8.818561457786158,10,2021
02A,02A000316,2A094,CORRANO,02A002989,TTP CORRANO,100 %,02A00106404,2021-02-03,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CORRANO,MAIRIE DE CORRANO,MAIRIE DE CORRANO,C,C,C,C,41.8892648,9.0636823,2,2021
02A,02A000316,2A094,CORRANO,,,,02A00106689,2021-04-07,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CORRANO,MAIRIE DE CORRANO,MAIRIE DE CORRANO,C,C,C,C,41.8892648,9.0636823,4,2021
02A,02A000316,2A094,CORRANO,,,,02A00108267,2021-06-01,09h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE DE CORRANO,MAIRIE DE CORRANO,MAIRIE DE CORRANO,C,C,N,C,41.8892648,9.0636823,6,2021
02A,02A000316,2A094,CORRANO,,,,02A00108902,2021-11-02,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CORRANO,MAIRIE DE CORRANO,MAIRIE DE CORRANO,C,C,C,C,41.8892648,9.0636823,11,2021
02A,02A000316,2A094,CORRANO,02A002989,TTP CORRANO,100 %,02A00108916,2021-11-02,09h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CORRANO,MAIRIE DE CORRANO,MAIRIE DE CORRANO,C,C,C,C,41.8892648,9.0636823,11,2021
02A,02A000324,2A008,ALBITRECCIA,,,,02A00106222,2021-01-05,08h45,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA VILLAGE,MAIRIE D' ALBITRECCIA,MAIRIE D' ALBITRECCIA,N,C,C,N,41.8624874,8.9421289,1,2021
02A,02A000324,2A008,ALBITRECCIA,,,,02A00106318,2021-01-18,09h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA VILLAGE,MAIRIE D' ALBITRECCIA,MAIRIE D' ALBITRECCIA,N,C,N,C,41.8624874,8.9421289,1,2021
02A,02A000324,2A008,ALBITRECCIA,02A003055,TTP ALBITRECCIA,100 %,02A00106629,2021-03-11,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' ALBITRECCIA VILLAGE,MAIRIE D' ALBITRECCIA,MAIRIE D' ALBITRECCIA,C,C,C,C,41.8624874,8.9421289,3,2021
02A,02A000324,2A008,ALBITRECCIA,02A003055,TTP ALBITRECCIA,100 %,02A00108978,2021-11-10,09h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA VILLAGE,MAIRIE D' ALBITRECCIA,MAIRIE D' ALBITRECCIA,N,C,C,C,41.8624874,8.9421289,11,2021
02A,02A000324,2A008,ALBITRECCIA,,,,02A00109059,2021-11-30,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' ALBITRECCIA VILLAGE,MAIRIE D' ALBITRECCIA,MAIRIE D' ALBITRECCIA,C,C,C,C,41.8624874,8.9421289,11,2021
02A,02A000330,2A008,ALBITRECCIA,,,,02A00106278,2021-01-05,10h10,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,C,41.8624874,8.9421289,1,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106800,2021-01-13,10h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,1,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106901,2021-05-07,10h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,5,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106951,2021-03-23,10h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,3,2021
02A,02A000330,2A008,ALBITRECCIA,,,,02A00107586,2021-07-16,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,7,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108076,2021-08-09,08h30,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre turbidité.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,N,C,N,41.88159405,8.818055732027885,8,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108443,2021-09-03,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,9,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108986,2021-11-08,11h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisatio n.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,11,2021
02A,02A000330,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00109043,2021-10-25,10h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,10,2021
02A,02A000334,2A008,ALBITRECCIA,,,,02A00106319,2021-01-18,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,N,41.8624874,8.9421289,1,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106800,2021-01-13,10h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,1,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106901,2021-05-07,10h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,5,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106951,2021-03-23,10h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,3,2021
02A,02A000334,2A008,ALBITRECCIA,,,,02A00107585,2021-07-16,08h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,N,C,C,N,41.8624874,8.9421289,7,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108076,2021-08-09,08h30,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre turbidité.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,N,C,N,41.88159405,8.818055732027885,8,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108443,2021-09-03,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,9,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108986,2021-11-08,11h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisatio n.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,11,2021
02A,02A000334,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00109043,2021-10-25,10h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,10,2021
02A,02A000337,2A008,ALBITRECCIA,,,,02A00106277,2021-01-05,10h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,C,C,C,C,41.8624874,8.9421289,1,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106800,2021-01-13,10h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,1,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106901,2021-05-07,10h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,5,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00106951,2021-03-23,10h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,3,2021
02A,02A000337,2A008,ALBITRECCIA,,,,02A00107579,2021-07-16,09h05,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' ALBITRECCIA LITTORAL,KYRNOLIA CEO BALEONE,MAIRIE D' ALBITRECCIA,N,C,C,N,41.8624874,8.9421289,7,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108076,2021-08-09,08h30,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre turbidité.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,N,C,N,41.88159405,8.818055732027885,8,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108443,2021-09-03,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,9,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108986,2021-11-08,11h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisatio n.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,11,2021
02A,02A000337,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00109043,2021-10-25,10h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,10,2021
02A,02A000341,2A026,AZILONE-AMPAZA,02A002748,RESERVOIR AZILONE,100 %,02A00106400,2021-02-05,09h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,2,2021
02A,02A000341,2A026,AZILONE-AMPAZA,,,,02A00106531,2021-03-04,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,3,2021
02A,02A000341,2A026,AZILONE-AMPAZA,,,,02A00107106,2021-06-11,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,6,2021
02A,02A000341,2A026,AZILONE-AMPAZA,,,,02A00108101,2021-08-20,07h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,8,2021
02A,02A000341,2A026,AZILONE-AMPAZA,02A002748,RESERVOIR AZILONE,100 %,02A00108879,2021-10-27,09h45,Eau d'alimentation conforme aux normes en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,10,2021
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00106684,2021-04-07,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,N,C,41.8638185,9.0138882,4,2021
02A,02A000346,2A026,AZILONE-AMPAZA,02A002750,RESERVOIR AMPAZA HAUT VILLAGE,100 %,02A00107149,2021-06-11,08h05,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,N,41.8638185,9.0138882,6,2021
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00108099,2021-08-20,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,8,2021
02A,02A000346,2A026,AZILONE-AMPAZA,,,,02A00108692,2021-10-08,10h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' AZILONE AMPAZA,MAIRIE D' AZILONE-AMPAZA,MAIRIE D' AZILONE-AMPAZA,C,C,C,C,41.8638185,9.0138882,10,2021
02A,02A000348,2A130,GROSSETO-PRUGNA,02A003061,TTP GROSSETTO,100 %,02A00106568,2021-03-04,08h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,3,2021
02A,02A000348,2A130,GROSSETO-PRUGNA,,,,02A00106668,2021-04-02,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,4,2021
02A,02A000348,2A130,GROSSETO-PRUGNA,02A003061,TTP GROSSETTO,100 %,02A00106906,2021-05-07,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,5,2021
02A,02A000348,2A130,GROSSETO-PRUGNA,,,,02A00107215,2021-06-22,07h05,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,6,2021
02A,02A000348,2A130,GROSSETO-PRUGNA,,,,02A00108110,2021-08-16,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,8,2021
02A,02A000350,2A130,GROSSETO-PRUGNA,,,,02A00106667,2021-04-02,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,4,2021
02A,02A000350,2A130,GROSSETO-PRUGNA,,,,02A00108109,2021-08-16,09h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,8,2021
02A,02A000354,2A130,GROSSETO-PRUGNA,02A003075,TTP SAINT GEORGES,100 %,02A00106357,2021-02-02,10h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Le carbone organique total est à surveiller.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,2,2021
02A,02A000354,2A130,GROSSETO-PRUGNA,,,,02A00106806,2021-04-26,08h08,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,N,41.88159405,8.818055732027885,4,2021
02A,02A000354,2A130,GROSSETO-PRUGNA,,,,02A00108108,2021-08-16,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GROSSETO PRUGNA,MAIRIE DE GROSSETO-PRUGNA,MAIRIE DE GROSSETO-PRUGNA,C,C,C,C,41.88159405,8.818055732027885,8,2021
02A,02A000358,2A323,TAVACO,,,,02A00106440,2021-02-11,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.03609,8.89833,2,2021
02A,02A000358,2A323,TAVACO,02A002747,TTP TAVACO HAUT VILLAGE,100 %,02A00107166,2021-06-11,07h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,N,N,42.03609,8.89833,6,2021
02A,02A000358,2A323,TAVACO,,,,02A00107714,2021-07-27,09h40,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, une température de l'eau supérieure à 25° peut entrainer des développements bactériens.",C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.03609,8.89833,7,2021
02A,02A000358,2A323,TAVACO,02A002747,TTP TAVACO HAUT VILLAGE,100 %,02A00108490,2021-09-14,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.03609,8.89833,9,2021
02A,02A000358,2A323,TAVACO,,,,02A00108609,2021-09-22,08h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.03609,8.89833,9,2021
02A,02A000360,2A323,TAVACO,,,,02A00106663,2021-04-02,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,42.03609,8.89833,4,2021
02A,02A000360,2A323,TAVACO,02A002219,TTP TAVACO FORAGE LAVOIR,100 %,02A00106695,2021-04-02,09h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,42.03609,8.89833,4,2021
02A,02A000360,2A323,TAVACO,,,,02A00107713,2021-07-27,10h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.03609,8.89833,7,2021
02A,02A000360,2A323,TAVACO,02A002219,TTP TAVACO FORAGE LAVOIR,100 %,02A00108231,2021-08-26,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,42.03609,8.89833,8,2021
02A,02A000360,2A323,TAVACO,,,,02A00108610,2021-09-22,08h05,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH élevé.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,42.03609,8.89833,9,2021
02A,02A000364,2A089,CIAMANNACCE,,,,02A00106351,2021-02-02,08h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,N,C,N,N,41.9517271,9.1473204,2,2021
02A,02A000364,2A089,CIAMANNACCE,02A002988,TTP CIAMANNACCE,100 %,02A00106688,2021-04-07,08h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,C,N,41.9517271,9.1473204,4,2021
02A,02A000364,2A089,CIAMANNACCE,02A002988,TTP CIAMANNACCE,100 %,02A00108187,2021-08-24,10h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,N,C,N,N,41.9517271,9.1473204,8,2021
02A,02A000364,2A089,CIAMANNACCE,,,,02A00108266,2021-06-01,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,C,N,41.9517271,9.1473204,6,2021
02A,02A000364,2A089,CIAMANNACCE,,,,02A00108681,2021-10-04,09h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CIAMANNACCE,MAIRIE DE CIAMANACCE,MAIRIE DE CIAMANACCE,C,C,C,N,41.9517271,9.1473204,10,2021
02A,02A000370,2A099,COZZANO,,,,02A00106352,2021-02-02,07h55,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE COZZANO,MAIRIE DE COZZANO,MAIRIE DE COZZANO,N,C,N,N,41.9352431,9.1546064,2,2021
