cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude_y,longitude_y
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100294,2020-10-20,10h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,10,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100295,2020-02-05,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100296,2020-05-18,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,5,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100297,2020-02-05,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100298,2020-06-10,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100299,2020-02-04,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100300,2020-01-30,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100301,2020-01-30,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100302,2020-07-01,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100303,2020-02-04,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100304,2020-01-22,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100305,2020-07-01,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100306,2020-01-20,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100307,2020-02-05,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100308,2020-02-04,08h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100309,2020-01-22,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100310,2020-02-05,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100311,2020-02-04,07h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B120,FURIANI,02B000530,BASTIA,25 %,02B00100312,2020-01-30,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.658481099999996,9.4151285
02B,02B000816,2B120,FURIANI,02B000530,BASTIA,25 %,02B00100313,2020-01-30,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.658481099999996,9.4151285
02B,02B000816,2B120,FURIANI,02B000530,BASTIA,25 %,02B00100314,2020-01-22,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Aluminium hors norme. La teneur en chlore libre est insuffisante,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,1,2020,42.658481099999996,9.4151285
02B,02B000816,2B120,FURIANI,02B000530,BASTIA,25 %,02B00100315,2020-05-18,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,5,2020,42.658481099999996,9.4151285
02B,02B000816,2B353,VILLE-DI-PIETRABUGNO,02B000530,BASTIA,25 %,02B00100316,2020-02-05,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.7127571,9.4321598
02B,02B000816,2B353,VILLE-DI-PIETRABUGNO,02B000530,BASTIA,25 %,02B00100317,2020-06-10,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.7127571,9.4321598
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100318,2020-04-20,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,4,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100319,2020-04-27,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,4,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100320,2020-02-11,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,2,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100321,2020-12-10,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,12,2020,42.6993979,9.450918699999999
02B,02B000816,2B309,SANTA-MARIA-DI-LOTA,,,,02B00100322,2020-05-12,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,5,2020,42.74687,9.43261
02B,02B000816,2B309,SANTA-MARIA-DI-LOTA,,,,02B00100323,2020-07-02,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.74687,9.43261
02B,02B000816,2B309,SANTA-MARIA-DI-LOTA,,,,02B00100324,2020-01-27,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,1,2020,42.74687,9.43261
02B,02B000816,2B309,SANTA-MARIA-DI-LOTA,02B000815,RESERVOIR MANDRIALE,75 %,02B00100566,2020-08-06,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau incrustante.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.74687,9.43261
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100572,2020-11-23,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,11,2020,42.6993979,9.450918699999999
02B,02B000816,2B309,SANTA-MARIA-DI-LOTA,,,,02B00100573,2020-08-06,06h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.74687,9.43261
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00100596,2020-07-20,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101321,2020-05-04,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,5,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101322,2020-05-18,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,5,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101323,2020-05-27,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,5,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101324,2020-06-03,07h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101325,2020-06-10,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101326,2020-06-25,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101327,2020-06-16,10h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101328,2020-07-02,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101329,2020-07-27,11h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101330,2020-08-10,09h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101331,2020-08-18,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101332,2020-08-19,11h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101333,2020-08-26,11h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101334,2020-07-02,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101335,2020-07-09,09h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101336,2020-07-21,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101337,2020-07-30,10h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101338,2020-08-06,10h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101339,2020-09-03,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,9,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101340,2020-08-19,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée. Présence de bactéries coliformes.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,N,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101341,2020-09-10,10h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,9,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101342,2020-09-17,09h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,9,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101343,2020-07-01,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101344,2020-06-25,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101345,2020-08-20,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101346,2020-06-30,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101347,2020-07-01,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101348,2020-06-25,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101349,2020-08-20,07h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101350,2020-06-30,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101351,2020-06-30,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101352,2020-08-20,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101353,2020-06-25,07h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101354,2020-08-20,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101355,2020-06-30,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101356,2020-07-21,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,7,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101357,2020-06-25,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,C,6,2020,42.6993979,9.450918699999999
02B,02B000816,2B033,BASTIA,02B000530,BASTIA,25 %,02B00101358,2020-08-20,08h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Température hors norme. Eau faiblement minéralisée.,COMMUNAUTE AGGLOMERATION DE BASTIA,ACQUA PUBLICA,COMMUNAUTE AGGLOMERATION DE BASTIA,C,C,C,N,8,2020,42.6993979,9.450918699999999
