cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude,longitude
02A,02A000510,2A158,MELA,02A002599,PRODUCTION FOCE DI MELA,100 %,02A00074634,2016-04-28,11h10,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,COMMUNE DE MELA,MAIRIE DE MELA,MAIRIE DE MELA,C,C,C,N,4,2016,41.6962188,9.0944928
02A,02A000510,2A158,MELA,,,,02A00075672,2016-07-25,11h11, Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,COMMUNE DE MELA,MAIRIE DE MELA,MAIRIE DE MELA,C,C,C,N,7,2016,41.6962188,9.0944928
02A,02A000510,2A158,MELA,02A002599,PRODUCTION FOCE DI MELA,100 %,02A00077187,2016-12-14,09h15,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas. L'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,COMMUNE DE MELA,MAIRIE DE MELA,MAIRIE DE MELA,C,C,C,N,12,2016,41.6962188,9.0944928
02A,02A000515,2A160,MOCA-CROCE,02A002675,TTP MOCA,100 %,02A00074238,2016-02-18,09h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,N,N,2,2016,41.7777445,9.020821357142857
02A,02A000515,2A160,MOCA-CROCE,,,,02A00074820,2016-06-03,08h55,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,N,C,6,2016,41.7777445,9.020821357142857
02A,02A000515,2A160,MOCA-CROCE,02A002675,TTP MOCA,100 %,02A00076153,2016-08-10,09h58,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,N,C,8,2016,41.7777445,9.020821357142857
02A,02A000515,2A160,MOCA-CROCE,,,,02A00077128,2016-12-06,09h20, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller. ,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,N,N,12,2016,41.7777445,9.020821357142857
02A,02A000516,2A160,MOCA-CROCE,,,,02A00074212,2016-02-18,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller. ,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,N,N,2,2016,41.7777445,9.020821357142857
02A,02A000516,2A160,MOCA-CROCE,02A003002,TTP CROCE,100 %,02A00074625,2016-04-26,10h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,N,C,4,2016,41.7777445,9.020821357142857
02A,02A000516,2A160,MOCA-CROCE,,,,02A00074819,2016-06-03,08h40,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,6,2016,41.7777445,9.020821357142857
02A,02A000516,2A160,MOCA-CROCE,02A003002,TTP CROCE,100 %,02A00076164,2016-08-10,09h25,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,C,N,8,2016,41.7777445,9.020821357142857
02A,02A000516,2A160,MOCA-CROCE,,,,02A00077127,2016-12-06,09h40, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,12,2016,41.7777445,9.020821357142857
02A,02A000530,2A330,UCCIANI,02A002084,TTP UCCIANI,100 %,02A00074036,2016-01-13,08h30, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,N,C,N,N,1,2016,42.0448868,8.9784478
02A,02A000530,2A330,UCCIANI,,,,02A00074384,2016-03-30,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,3,2016,42.0448868,8.9784478
02A,02A000530,2A330,UCCIANI,,,,02A00074688,2016-05-19,08h08,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.  ,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,5,2016,42.0448868,8.9784478
02A,02A000530,2A330,UCCIANI,,,,02A00075319,2016-07-07,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,7,2016,42.0448868,8.9784478
02A,02A000530,2A330,UCCIANI,02A002084,TTP UCCIANI,100 %,02A00076552,2016-09-12,08h30, Eau d'alimentation non-conforme aux exigences de qualité. La présence massive de germes fécaux impose une surveillance renforcée.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,N,C,N,N,9,2016,42.0448868,8.9784478
02A,02A000530,2A330,UCCIANI,,,,02A00076646,2016-09-28,09h00, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,9,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,02A000530,UCCIANI VILLAGE,100 %,02A00074384,2016-03-30,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,3,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,,,,02A00074386,2016-03-30,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,3,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,02A000530,UCCIANI VILLAGE,100 %,02A00074688,2016-05-19,08h08,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.  ,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,5,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,,,,02A00074689,2016-05-19,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,5,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,02A000530,UCCIANI VILLAGE,100 %,02A00075319,2016-07-07,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,7,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,,,,02A00075805,2016-07-07,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,7,2016,42.0448868,8.9784478
02A,02A000531,2A330,UCCIANI,02A000530,UCCIANI VILLAGE,100 %,02A00076646,2016-09-28,09h00, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. ,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,C,C,C,N,9,2016,42.0448868,8.9784478
02A,02A000533,2A330,UCCIANI,02A003082,TTP CUVENTU,,02A00074061,2016-01-20,08h45, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,N,C,N,C,1,2016,42.0448868,8.9784478
02A,02A000533,2A330,UCCIANI,,,,02A00074690,2016-05-19,08h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,N,C,N,C,5,2016,42.0448868,8.9784478
02A,02A000533,2A330,UCCIANI,,,,02A00077070,2016-11-21,08h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE D' UCCIANI,MAIRIE D'UCCIANI,MAIRIE D'UCCIANI,N,C,N,C,11,2016,42.0448868,8.9784478
02A,02A000539,2A128,GRANACE,,,,02A00074142,2016-02-08,08h45,"Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la référence de qualité concernant le paramètre turbidité.",C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,N,N,2,2016,41.6470938,9.0068495
02A,02A000539,2A128,GRANACE,02A002991,TTP FORCONCELLO,100 %,02A00076025,2016-07-07,08h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. ,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,7,2016,41.6470938,9.0068495
02A,02A000539,2A128,GRANACE,,,,02A00076757,2016-10-12,07h52,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,10,2016,41.6470938,9.0068495
02A,02A000540,2A128,GRANACE,,,,02A00074143,2016-02-08,08h30, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller. Il est à noter un pH bas.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,N,N,2,2016,41.6470938,9.0068495
02A,02A000540,2A128,GRANACE,,,,02A00074486,2016-04-18,11h05,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,4,2016,41.6470938,9.0068495
02A,02A000540,2A128,GRANACE,02A002629,TTP GRANACE,100 %,02A00075640,2016-07-07,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,7,2016,41.6470938,9.0068495
02A,02A000540,2A128,GRANACE,02A002629,TTP GRANACE,100 %,02A00077006,2016-10-12,06h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. L'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,10,2016,41.6470938,9.0068495
02A,02A000540,2A128,GRANACE,,,,02A00077122,2016-12-07,10h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,12,2016,41.6470938,9.0068495
02A,02A000551,2A271,SARROLA-CARCOPINO,,,,02A00073978,2016-01-06,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,1,2016,41.99819295,8.831373535819166
02A,02A000551,2A271,SARROLA-CARCOPINO,02A002085,UNITÉ STÉRILISATION SARROLA,100 %,02A00074477,2016-04-06,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,4,2016,41.99819295,8.831373535819166
02A,02A000551,2A271,SARROLA-CARCOPINO,,,,02A00074544,2016-05-09,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,5,2016,41.99819295,8.831373535819166
02A,02A000551,2A271,SARROLA-CARCOPINO,,,,02A00076327,2016-08-18,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,8,2016,41.99819295,8.831373535819166
02A,02A000551,2A271,SARROLA-CARCOPINO,02A002085,UNITÉ STÉRILISATION SARROLA,100 %,02A00076919,2016-11-03,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,11,2016,41.99819295,8.831373535819166
02A,02A000553,2A271,SARROLA-CARCOPINO,,,,02A00073977,2016-01-06,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,1,2016,41.99819295,8.831373535819166
02A,02A000553,2A271,SARROLA-CARCOPINO,02A000548,UNITÉ STÉRILISATION CARCOPINO,100 %,02A00074476,2016-04-06,08h55,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,4,2016,41.99819295,8.831373535819166
02A,02A000553,2A271,SARROLA-CARCOPINO,,,,02A00074545,2016-05-09,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,5,2016,41.99819295,8.831373535819166
02A,02A000553,2A271,SARROLA-CARCOPINO,,,,02A00076328,2016-08-18,07h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,8,2016,41.99819295,8.831373535819166
02A,02A000553,2A271,SARROLA-CARCOPINO,02A000548,UNITÉ STÉRILISATION CARCOPINO,100 %,02A00076920,2016-11-03,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,11,2016,41.99819295,8.831373535819166
02A,02A000556,2A133,GUITERA-LES-BAINS,,,,02A00074210,2016-02-18,09h50, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,N,C,N,N,2,2016,41.9264925,9.075727911649178
02A,02A000556,2A133,GUITERA-LES-BAINS,02A003000,TTP GUITERA,100 %,02A00074631,2016-04-26,12h46,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,C,C,C,C,4,2016,41.9264925,9.075727911649178
02A,02A000556,2A133,GUITERA-LES-BAINS,,,,02A00074858,2016-06-08,11h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,C,C,C,C,6,2016,41.9264925,9.075727911649178
02A,02A000556,2A133,GUITERA-LES-BAINS,02A003000,TTP GUITERA,100 %,02A00076378,2016-08-22,10h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,C,C,C,C,8,2016,41.9264925,9.075727911649178
02A,02A000556,2A133,GUITERA-LES-BAINS,,,,02A00076955,2016-11-15,09h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,N,C,N,C,11,2016,41.9264925,9.075727911649178
02A,02A000557,2A133,GUITERA-LES-BAINS,,,,02A00074244,2016-02-24,08h20,  Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,N,C,N,C,2,2016,41.9264925,9.075727911649178
02A,02A000557,2A133,GUITERA-LES-BAINS,02A003001,TTP GUITERA LES BAINS,100 %,02A00074638,2016-04-29,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,C,C,C,C,4,2016,41.9264925,9.075727911649178
02A,02A000557,2A133,GUITERA-LES-BAINS,,,,02A00074859,2016-06-08,08h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,C,C,C,C,6,2016,41.9264925,9.075727911649178
02A,02A000557,2A133,GUITERA-LES-BAINS,02A003001,TTP GUITERA LES BAINS,100 %,02A00076379,2016-08-22,07h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,N,C,N,N,8,2016,41.9264925,9.075727911649178
02A,02A000557,2A133,GUITERA-LES-BAINS,,,,02A00076954,2016-11-15,09h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,MAIRIE DE GUITERA-LES-BAINS,N,C,N,C,11,2016,41.9264925,9.075727911649178
02A,02A000558,2A271,SARROLA-CARCOPINO,02A001908,TTP RESERVOIR MANDRIOLO,100 %,02A00074308,2016-03-08,09h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,3,2016,41.99819295,8.831373535819166
02A,02A000558,2A271,SARROLA-CARCOPINO,,,,02A00074546,2016-05-09,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,5,2016,41.99819295,8.831373535819166
02A,02A000558,2A271,SARROLA-CARCOPINO,,,,02A00076385,2016-08-24,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,8,2016,41.99819295,8.831373535819166
02A,02A000558,2A271,SARROLA-CARCOPINO,02A001908,TTP RESERVOIR MANDRIOLO,100 %,02A00076921,2016-11-03,07h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,C,11,2016,41.99819295,8.831373535819166
02A,02A000585,2A211,PETRETO-BICCHISANO,,,,02A00074216,2016-02-18,07h15, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,2,2016,41.765651,8.975904703125
02A,02A000585,2A211,PETRETO-BICCHISANO,02A003048,CHLORATION PETRETO,100 %,02A00074617,2016-04-26,09h45, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,N,C,4,2016,41.765651,8.975904703125
02A,02A000585,2A211,PETRETO-BICCHISANO,,,,02A00074818,2016-06-03,09h40,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas. ,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,6,2016,41.765651,8.975904703125
02A,02A000585,2A211,PETRETO-BICCHISANO,02A003048,CHLORATION PETRETO,100 %,02A00076151,2016-08-10,08h40,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,8,2016,41.765651,8.975904703125
02A,02A000585,2A211,PETRETO-BICCHISANO,,,,02A00077132,2016-12-07,09h30, Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,N,C,12,2016,41.765651,8.975904703125
02A,02A000586,2A211,PETRETO-BICCHISANO,,,,02A00074213,2016-02-18,08h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,C,N,2,2016,41.765651,8.975904703125
02A,02A000586,2A211,PETRETO-BICCHISANO,02A003050,CHLORATION BICCHISANO VARANGONE,100 %,02A00074618,2016-04-26,10h05, Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes est à surveiller. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,N,N,4,2016,41.765651,8.975904703125
02A,02A000586,2A211,PETRETO-BICCHISANO,,,,02A00075637,2016-06-03,10h20,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,6,2016,41.765651,8.975904703125
02A,02A000586,2A211,PETRETO-BICCHISANO,02A003050,CHLORATION BICCHISANO VARANGONE,100 %,02A00076152,2016-08-10,09h09,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,8,2016,41.765651,8.975904703125
02A,02A000586,2A211,PETRETO-BICCHISANO,,,,02A00077131,2016-12-07,08h48,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,C,12,2016,41.765651,8.975904703125
02A,02A000588,2A211,PETRETO-BICCHISANO,02A000586,BICCHISANO VARANGONE,50 %,02A00074213,2016-02-18,08h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,C,N,2,2016,41.765651,8.975904703125
02A,02A000588,2A211,PETRETO-BICCHISANO,,,,02A00074214,2016-02-18,10h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,N,C,2,2016,41.765651,8.975904703125
02A,02A000588,2A211,PETRETO-BICCHISANO,02A003047,CHLORATION CALO,50 %,02A00074841,2016-06-03,09h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,C,6,2016,41.765651,8.975904703125
02A,02A000588,2A211,PETRETO-BICCHISANO,02A000586,BICCHISANO VARANGONE,50 %,02A00075637,2016-06-03,10h20,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,N,6,2016,41.765651,8.975904703125
02A,02A000588,2A211,PETRETO-BICCHISANO,,,,02A00077129,2016-12-06,10h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,C,12,2016,41.765651,8.975904703125
02A,02A000588,2A211,PETRETO-BICCHISANO,02A000586,BICCHISANO VARANGONE,50 %,02A00077131,2016-12-07,08h48,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,C,C,C,C,12,2016,41.765651,8.975904703125
02A,02A000589,2A211,PETRETO-BICCHISANO,,,,02A00074215,2016-02-18,08h00,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. REGIE,C. C. DU SARTENAIS VALINCO,C. C. DU SARTENAIS VALINCO,N,C,C,C,2,2016,41.765651,8.975904703125
